パン、米など,肉類,魚介類,果物、野菜類,酒類,たばこ関連,被服、生活必需品,医療、サプリメント関連,PC・通信関連,その他,サブスクA契約有無,サブスクB契約有無,サブスクC契約有無,サブスクD契約有無,サブスクE契約有無,性別,ユーザー年齢,同居人登録有無,子供有無,テレビ有無,冷蔵庫有無,洗濯機有無,エアコン有無,車有無,固定電話有無,携帯電話有無,PC有無
6090,2630,1740,170,4620,4720,7750,140,39440,6910,1,1,0,0,0,1,51,1,1,1,1,1,0,0,0,1,1
7320,1060,900,870,1300,6850,1470,16680,4200,3790,0,1,0,0,0,1,39,1,1,0,1,1,0,0,0,1,0
3010,270,660,1630,0,470,1420,700,2920,4390,0,0,1,0,0,1,34,1,0,0,0,0,0,0,0,1,0
3190,330,430,2690,0,0,690,1320,21260,11210,0,0,0,1,1,0,70,0,0,1,0,1,1,1,1,1,1
3580,390,1540,1020,510,0,2130,630,2390,5160,0,0,0,0,0,0,45,1,1,1,1,0,0,0,0,1,0
4060,750,2790,1840,530,6210,4600,2710,33190,5080,1,1,1,0,1,1,42,1,1,1,1,1,1,1,1,1,1
4840,1590,2490,3540,0,3150,12110,13860,8910,4370,0,1,0,1,0,1,33,1,1,1,0,1,0,0,0,1,1
5410,1120,1760,1920,20,6420,3070,1310,7390,4390,1,1,0,0,0,1,39,1,1,1,1,0,0,0,0,1,0
5500,3760,1620,0,4820,10,1450,1460,115860,2450,1,0,0,0,0,1,42,1,0,1,1,0,1,0,1,1,1
1520,0,790,960,0,0,1330,2120,7740,10480,0,0,0,0,0,0,66,0,0,1,0,1,1,0,1,0,0
1960,940,750,3750,4760,450,2230,770,15820,5650,1,0,1,1,0,1,63,1,1,1,1,0,0,0,0,1,0
2340,460,1840,3650,350,5920,3490,5410,16880,13420,0,0,0,1,0,1,57,1,1,1,1,1,1,0,1,0,0
1850,470,510,1140,350,0,1070,2680,3260,9800,0,0,0,1,0,1,54,1,0,0,1,0,0,0,0,1,0
3730,930,1960,1540,4790,4660,13100,28870,3510,5890,0,1,0,0,0,1,48,1,0,0,1,0,0,0,0,1,0
3650,920,590,270,0,80,2890,2190,26620,6970,0,0,0,1,0,1,47,1,1,1,1,1,0,0,0,1,1
2430,430,520,230,330,1050,340,1480,2720,2600,0,0,1,0,0,0,33,1,0,1,1,0,0,0,0,1,0
7280,570,880,2290,10,820,1770,540,6650,4920,0,0,0,0,0,1,40,1,1,0,1,0,0,0,0,1,0
5130,2060,1390,1210,10,0,9950,10300,23400,13370,0,0,0,0,0,1,56,0,0,1,1,1,0,0,0,1,1
3600,680,570,1230,1030,830,2490,1870,2660,2700,1,0,1,0,0,1,40,1,1,1,1,0,0,0,0,1,0
4910,1790,1570,1840,10,0,2400,2110,15430,8090,1,0,0,0,0,0,49,1,0,1,1,0,0,0,0,1,0
4550,680,630,940,2990,5640,1170,2110,4010,5430,0,1,0,0,0,1,54,1,1,1,1,0,0,0,0,1,0
4580,750,2070,2020,0,3850,1290,2160,4230,10420,1,0,0,0,0,1,62,1,0,1,1,0,0,0,0,1,0
5680,670,890,2330,850,5100,3930,3070,5880,10400,0,0,0,1,0,1,62,1,0,0,1,1,0,0,0,1,1
3370,380,640,2350,960,60,540,4110,2800,3880,0,0,0,1,0,1,22,1,1,0,1,0,0,0,0,1,0
2610,1000,1540,530,2660,10,2330,10530,4680,7370,0,0,0,1,0,0,43,1,0,1,1,0,0,0,0,1,0
3350,2210,2140,430,10,40,4060,2970,22940,5350,0,0,0,1,0,1,44,1,1,1,1,0,0,0,0,1,0
4990,890,1000,1800,5370,4030,2420,1310,3990,10800,0,0,0,0,0,1,54,1,1,0,1,0,0,1,0,1,0
5530,460,990,640,0,0,6300,8890,5540,8560,0,0,0,0,0,1,61,1,0,1,1,1,0,0,0,1,1
5810,1980,960,1540,0,120,1050,2580,17310,5930,0,0,1,0,0,0,63,1,0,1,1,1,0,0,0,1,1
6670,1480,2830,4380,4350,0,21840,32010,10280,10480,0,0,0,0,0,1,68,1,0,1,1,1,1,1,0,1,1
2760,1670,2810,410,10450,0,1700,2760,4250,9460,0,0,0,0,0,1,29,1,0,1,1,0,0,0,0,1,0
3540,460,0,2010,3910,0,820,1490,5240,6800,0,0,0,0,0,1,50,1,0,1,0,1,0,0,0,1,1
5180,520,620,2200,2430,0,2350,820,2480,10940,0,0,0,1,0,1,62,1,0,0,0,0,0,0,0,1,0
2130,0,0,0,4760,16950,400,960,3340,5570,0,0,1,0,0,1,32,0,0,0,0,0,0,0,0,1,0
5000,0,0,690,0,10,620,600,4440,4140,0,0,0,0,1,1,43,1,0,0,0,0,0,0,1,0,0
3860,630,910,1300,1020,4580,4670,3680,3060,7710,1,1,0,0,0,0,41,1,1,0,1,1,0,0,0,1,0
3310,1690,2110,1080,4450,0,4820,2340,2250,11140,0,0,0,0,0,1,49,1,1,1,1,1,0,0,0,1,0
6950,750,850,1160,0,0,840,2230,2380,10740,0,0,0,0,0,1,86,1,1,1,1,0,0,1,0,1,0
3040,1280,1100,2670,10,0,4440,8990,16960,10330,0,0,0,0,0,1,54,1,0,1,1,1,0,1,0,1,1
2860,1100,970,1270,5830,0,4880,530,3370,7880,1,0,0,0,0,1,56,1,0,0,1,1,0,0,0,1,0
3740,920,630,2100,6480,800,6740,490,7090,4680,1,0,1,1,0,1,37,1,1,1,1,0,0,0,0,1,1
5260,0,40,900,590,4850,4480,4240,4950,4940,1,0,0,1,0,1,29,1,0,1,0,0,0,0,0,1,0
4950,370,850,2130,0,0,2970,910,3540,4360,0,0,0,0,0,1,39,1,0,1,1,0,0,0,0,1,0
4410,1210,1220,490,6740,5720,2450,3670,5860,6890,0,0,0,1,0,0,57,1,1,0,1,1,0,0,1,1,0
5560,810,750,1260,0,0,6070,13910,21650,4560,0,0,0,1,0,0,76,1,1,1,1,1,0,0,0,1,0
4930,100,160,2170,0,10,3630,2530,8910,4080,1,1,0,1,0,0,60,1,1,0,1,0,0,0,0,1,0
2000,1470,1380,870,6310,3590,3160,7910,3410,6850,0,0,0,1,0,0,79,1,1,1,1,0,0,0,0,1,0
4170,0,0,2050,0,30,5590,820,5980,3680,0,0,0,0,0,1,35,1,1,1,0,1,0,0,0,1,1
7010,1290,930,2480,800,0,4690,2170,8690,8910,0,0,0,1,0,1,57,1,0,0,1,1,0,0,0,1,0
5800,550,1110,2090,0,0,2570,1290,4960,7130,1,1,0,0,0,1,44,1,0,1,1,0,0,0,0,1,0
5220,1680,1780,1760,4320,0,7770,6030,7020,4420,0,0,0,0,0,1,31,1,0,1,1,1,1,0,0,1,1
4160,2220,780,560,0,0,1890,4420,6480,6040,0,0,0,1,0,1,42,1,0,1,1,1,1,0,0,1,0
3380,590,500,1440,0,150,1170,920,2350,3240,0,0,1,1,0,1,34,1,0,0,1,0,0,0,0,1,0
4520,1050,820,2160,4780,2570,690,400,4700,4630,0,0,0,0,0,1,30,1,0,1,1,1,0,0,0,1,1
4590,2640,1830,1460,1170,5870,2370,1440,3720,10420,0,0,1,1,0,1,66,1,0,1,1,0,1,0,0,1,1
5530,850,1600,2010,1110,1120,2630,1100,19630,10860,1,1,0,0,0,1,63,1,1,1,1,0,0,0,0,1,0
10220,1330,840,930,580,0,6160,1100,5200,7990,1,0,0,0,0,1,53,1,1,1,1,0,0,1,0,1,0
6740,2320,1240,1380,3350,5120,2120,3910,2010,6350,0,0,0,1,0,1,53,1,1,1,0,0,0,1,0,1,0
3680,1130,800,920,0,40,2170,5270,3860,6860,1,0,1,1,1,1,32,1,1,1,1,0,0,0,0,1,0
7660,1760,880,1430,1060,2720,2280,1030,3150,4780,0,0,0,1,0,1,72,1,0,1,1,0,1,0,0,1,0
2400,980,670,680,820,5030,3100,1840,2740,910,0,0,1,1,0,0,30,1,0,0,1,0,0,0,0,0,0
5210,690,780,2800,6300,6190,1290,1910,0,4900,0,0,0,0,0,1,73,1,0,0,1,0,0,0,0,0,0
2160,990,1150,2020,430,0,2840,550,7440,5070,0,0,1,0,0,1,54,1,1,1,1,0,0,0,0,1,0
4760,2190,1360,0,940,0,2020,1070,5280,5120,0,1,0,0,0,0,39,1,0,1,1,0,0,0,0,1,1
5520,2700,2490,0,4060,0,10920,13750,30140,9600,1,0,0,1,0,0,51,1,0,1,1,0,0,0,1,1,0
5610,0,0,330,880,0,4820,3240,3510,7050,0,0,0,0,0,1,35,1,0,1,0,0,0,0,0,1,0
3550,1160,1910,1510,440,0,530,1650,5830,2630,1,0,0,0,0,0,46,1,0,1,1,0,0,0,0,1,0
5380,1190,770,640,9040,3700,5770,4230,2740,9830,0,0,0,0,0,1,70,1,0,1,1,1,0,0,0,1,0
2680,640,1080,0,0,2880,860,300,10,8030,0,0,0,0,1,0,67,1,0,1,0,0,0,0,0,0,0
3920,310,520,1730,10,5130,610,1940,4300,6150,0,1,1,0,0,1,31,1,1,0,0,0,0,0,0,1,0
3700,1500,1970,3110,0,0,3430,1790,2600,5750,0,0,0,0,0,1,65,1,0,1,1,1,0,0,0,1,0
5620,2720,740,2060,0,1830,2740,370,4710,9630,0,1,0,1,0,1,66,1,1,1,1,1,0,0,0,1,0
6130,1960,1360,850,12200,5450,22510,790,12860,6360,0,1,0,0,0,1,50,1,0,1,1,0,0,0,0,1,1
2920,850,1600,1780,3380,2920,180,1280,22580,6700,1,0,1,0,0,0,49,1,0,1,1,1,0,0,0,1,0
3340,1160,530,790,30,5380,740,1540,450,3590,0,0,0,0,0,1,33,1,0,1,1,0,0,0,0,0,0
5380,870,2280,2820,0,40,3670,1960,30510,10030,0,0,0,0,0,0,43,1,1,1,1,0,1,0,0,1,1
2220,1450,890,1680,5330,4160,9530,4980,3930,3910,0,0,1,1,0,1,31,1,1,1,0,1,0,0,0,1,0
3530,1400,920,420,660,6010,650,630,2550,2740,0,0,0,1,0,1,21,1,0,1,1,0,0,0,0,1,0
3510,810,720,3460,280,910,3840,780,3360,8590,0,0,1,0,0,0,54,1,0,1,1,1,0,0,0,1,0
3920,530,1260,1740,0,0,0,0,0,9190,0,0,0,1,0,1,85,1,0,0,1,0,0,0,0,0,0
2410,550,1050,2810,5180,400,3000,1350,1410,2840,0,0,1,1,0,1,44,1,1,1,1,0,0,0,0,0,0
3740,1170,1260,1490,0,20,2770,4760,3000,11730,0,0,0,1,0,1,60,1,0,1,1,1,0,1,0,1,0
2670,1700,1450,840,40,0,24900,11630,15450,7050,1,0,0,0,0,0,46,1,0,1,1,1,1,0,0,1,1
4380,990,610,920,5450,0,1680,4130,2560,8870,0,0,0,1,0,1,81,1,0,1,1,0,0,0,0,1,0
1410,110,0,800,4860,410,2140,2860,5300,7200,0,0,1,0,0,1,29,0,0,1,0,0,0,0,0,1,1
5120,1380,1320,330,60,10,12470,2800,19870,5310,0,0,0,1,0,1,54,1,0,1,1,1,1,1,1,1,1
2860,2050,1790,680,940,320,12110,1700,2990,8510,0,1,1,1,0,0,34,1,0,1,1,1,0,0,0,1,1
5490,370,470,2000,0,4890,3670,2550,3230,7730,0,0,0,1,0,0,48,1,0,0,1,0,0,0,0,1,0
6300,0,0,2090,720,30,1170,7850,6250,8280,1,0,0,1,0,0,58,1,0,1,0,0,0,0,0,1,0
3590,830,590,810,0,0,7140,400,17230,4530,1,0,0,1,0,1,51,1,1,1,1,1,0,0,0,1,1
1480,0,0,830,220,340,1480,5940,4230,8580,0,0,1,0,0,1,65,0,0,1,0,1,1,1,0,1,1
3670,320,1250,5750,2290,4900,2360,1990,2440,5690,0,1,0,0,0,1,56,1,0,1,1,1,0,0,0,0,0
4210,750,440,420,0,30,2360,600,3220,5490,0,0,0,0,0,0,60,0,0,0,1,1,0,0,0,1,0
2420,350,10,0,830,3080,560,2360,2560,8340,0,0,1,0,0,0,81,0,0,0,0,0,0,0,0,1,0
1870,1950,1810,1220,0,1160,2430,1370,3670,5300,1,0,0,1,0,1,51,1,1,1,1,0,0,0,0,0,0
5090,2240,1890,750,7270,0,6590,5140,2570,6880,0,0,0,0,0,1,46,1,0,1,1,0,0,0,0,1,0
3850,1540,1130,1820,870,5500,3560,1410,3640,5700,0,0,0,1,0,1,35,1,1,1,1,0,0,0,0,1,0
3320,440,860,4920,10,0,0,0,1980,2040,0,0,0,0,0,1,44,1,0,1,1,0,0,0,0,0,0
2290,180,10,0,9990,1010,8830,590,6420,3510,0,0,1,0,0,1,24,1,0,1,1,0,0,0,0,1,0
4130,840,1060,1000,0,0,3020,7960,3600,6950,0,0,0,0,0,1,53,1,1,1,1,0,0,0,0,1,0
5610,2950,500,1090,5030,0,11580,3160,6380,12830,1,0,0,0,0,1,50,1,0,1,1,0,1,0,0,1,1
4460,110,610,160,0,80,1080,2520,20900,4060,1,0,0,0,0,1,48,1,1,1,1,0,0,0,0,1,0
740,470,140,430,0,1070,5650,2330,1930,4300,0,1,1,0,0,0,20,0,0,1,1,0,0,0,0,1,0
4230,1300,630,630,1180,3170,2710,2180,6910,5730,1,0,1,0,0,1,37,1,1,1,1,1,0,0,0,1,1
4590,710,580,1800,3890,2790,2140,140,4610,3350,0,1,0,0,0,1,26,1,1,1,1,0,0,0,0,1,0
5140,770,2300,1870,4500,1350,510,4890,4600,4350,1,0,0,0,0,1,39,1,1,0,1,0,0,1,0,1,0
5280,660,2270,1760,1100,6510,9710,7830,2970,6870,0,1,0,0,0,1,35,1,0,0,1,0,0,0,0,1,0
5210,170,120,1250,6110,6370,3980,13950,4150,7750,0,0,0,1,0,0,56,1,1,1,1,0,0,0,0,1,0
4790,4130,800,260,3550,5660,4710,1310,4230,8550,0,1,1,0,0,1,35,1,1,1,1,1,0,0,0,1,0
4970,1300,1030,3460,1260,6340,8940,2550,2870,8570,0,1,0,0,0,1,61,1,0,1,1,0,0,0,0,1,0
4580,1800,1750,3890,4940,3970,3090,180,10380,3370,0,1,0,0,0,1,36,1,1,1,1,1,0,0,0,1,0
3730,1220,2240,2460,930,40,1380,1230,4120,7590,0,0,0,1,0,1,64,1,0,1,1,0,0,0,0,1,0
5930,1190,1120,1140,0,0,2670,7030,2430,12400,0,0,0,0,0,1,68,1,0,1,1,1,0,0,0,0,0
3190,0,460,2110,710,4720,1870,3630,3010,3440,1,1,1,0,0,1,26,1,1,1,0,0,0,0,0,1,0
5180,990,1540,2000,30,6250,3440,1720,2860,11760,0,1,0,0,0,0,56,1,0,1,1,1,0,0,0,1,0
4500,1510,1590,310,2220,3920,2830,1900,3150,5660,1,1,0,0,0,1,45,1,1,1,1,1,0,0,0,1,0
5040,3270,0,0,940,0,4450,2420,3740,12830,0,0,0,1,0,0,49,0,0,1,0,1,0,0,0,1,1
6730,940,1850,2800,5510,0,8700,2670,2820,10610,1,0,0,0,0,1,39,1,0,1,1,0,0,0,0,1,0
3600,820,460,990,4130,640,850,1220,9500,5210,1,0,1,0,0,0,46,1,0,0,1,0,0,0,0,1,0
2870,380,1870,1140,0,6650,490,1820,2750,4720,0,1,1,1,0,1,26,1,0,0,1,0,0,0,0,1,0
4550,1040,1120,3850,0,5260,3060,1830,3520,6920,0,1,0,0,0,1,57,1,0,1,1,1,0,0,0,1,0
3440,2340,1300,190,0,5920,9820,860,21320,9940,0,0,0,0,0,0,39,1,0,1,1,1,0,0,0,1,1
1990,690,520,560,0,5370,370,440,3830,3730,0,0,0,0,0,0,44,1,0,1,1,0,0,0,0,1,0
1260,460,80,3250,160,0,170,590,2390,9580,0,0,0,0,0,0,82,1,0,0,1,0,0,0,0,1,0
5970,1940,3560,1720,3500,4350,3460,3360,9760,4680,1,1,0,0,0,1,45,1,1,0,1,0,0,0,0,1,0
4160,290,10,0,0,0,150,2190,19740,12050,0,0,0,0,0,0,56,0,0,1,0,1,1,0,0,1,1
2300,540,470,5470,3270,5860,2760,3710,0,6070,0,0,0,1,0,0,58,1,1,0,1,0,0,0,0,0,0
8990,2420,2420,390,7140,5140,2510,1050,5030,11730,1,0,0,0,0,1,77,1,1,1,1,0,0,1,0,1,0
6450,40,50,1210,8020,0,8710,640,3600,7810,0,0,0,1,0,0,62,1,1,1,1,0,0,0,0,1,0
6440,1700,890,1170,2310,60,770,1440,3200,6900,0,0,0,0,0,1,71,1,0,1,1,0,0,0,0,1,0
3570,4200,1750,780,4750,4040,11410,4670,71770,12620,0,1,0,0,0,1,46,1,0,1,1,1,1,1,0,1,1
950,1470,890,1030,0,0,2030,690,8100,2830,1,0,0,0,0,0,20,0,0,1,1,0,0,0,0,1,0
3140,1680,1390,460,6870,4740,3440,2160,5860,2040,0,1,0,0,0,0,37,1,0,1,1,1,1,0,0,1,1
5450,630,870,430,320,6400,5380,1160,2660,9050,0,1,0,0,0,1,48,1,1,1,1,0,0,0,0,1,0
3410,490,690,2150,8520,6070,1490,590,0,6800,0,0,0,0,0,1,46,1,0,1,1,0,0,0,0,0,0
4660,3830,1420,1450,670,2520,1140,540,3150,7290,0,0,0,0,0,1,56,1,1,1,1,0,0,0,0,1,0
3360,430,570,4630,510,0,880,790,170,4790,1,0,0,0,0,0,38,1,0,0,1,1,0,0,0,0,0
7080,2750,2530,1220,20,0,48420,2390,9820,11360,0,0,0,0,0,1,48,1,0,1,1,0,1,0,0,1,1
5450,1510,1730,0,3950,4520,2730,1690,3220,3610,0,1,0,0,0,1,58,1,1,1,1,0,0,0,0,1,0
2640,280,930,1180,1290,2490,260,610,1990,8910,0,0,0,0,0,1,73,1,1,0,1,0,0,0,0,1,0
3630,1170,1350,1770,3090,1550,3740,3380,7610,5780,0,0,0,0,0,1,46,1,0,1,1,0,0,0,0,1,1
4400,960,610,1450,6420,5580,3770,1240,74650,3770,0,1,0,0,0,1,42,1,1,1,0,0,0,0,0,1,0
1580,430,0,1430,7530,5340,0,0,3230,7280,0,0,1,0,0,1,38,1,0,0,0,0,0,0,0,1,0
2030,0,0,1170,0,0,4540,1610,8070,10280,0,0,0,0,0,1,46,0,0,1,0,1,0,0,0,1,1
6320,520,1160,1780,30,40,7300,1260,2660,5960,0,0,0,1,0,0,57,1,0,1,1,0,0,0,0,1,0
2660,30,1440,520,0,5860,0,0,2200,6560,1,0,0,1,0,1,41,1,1,0,1,0,0,0,0,1,0
4300,1450,1120,1530,4590,0,2230,4040,39670,8930,1,0,0,1,0,1,45,1,1,0,1,0,0,0,0,1,0
1650,500,0,1360,4360,1880,4070,180,7270,5660,0,0,0,0,0,1,41,1,1,0,0,0,0,0,0,1,0
3420,180,670,1150,0,940,930,650,3070,5670,0,0,0,0,0,1,44,1,1,1,1,0,0,0,0,1,0
3260,30,530,540,1000,3990,880,2380,2280,5630,0,1,0,0,0,0,57,0,0,0,0,1,0,0,0,1,0
1920,760,1110,4160,0,1580,1280,1960,2250,9950,0,0,0,1,0,0,60,1,0,0,1,0,0,0,0,1,0
4170,1260,2920,1050,16310,33840,4310,10710,4000,10200,0,1,0,0,0,1,56,1,1,1,1,1,0,0,0,1,0
5130,1010,600,2170,0,5930,1300,1630,3140,7370,0,1,0,0,0,1,43,1,1,0,1,0,0,0,0,1,0
4170,370,1320,390,0,310,2630,3480,1060,5190,0,0,1,0,0,0,34,1,0,1,1,0,0,0,0,0,0
4130,490,970,1130,0,0,2800,5350,4070,2670,0,0,0,1,0,1,40,1,0,1,0,0,0,0,0,1,0
4800,810,670,3490,950,0,3260,3610,4150,5660,1,0,0,0,0,1,31,1,1,1,1,0,0,0,0,1,0
1890,1350,560,420,0,0,5110,1990,13000,9350,0,0,0,0,0,0,46,1,0,1,1,0,1,0,0,1,1
4520,2960,1340,1230,10,4980,9390,13990,43750,5590,0,0,0,0,0,0,61,1,0,1,1,1,0,0,0,1,1
7590,5670,1130,740,1080,0,2740,170,38260,7070,0,0,0,0,0,1,52,1,1,1,1,1,0,1,0,1,0
4580,2390,990,1280,5050,5700,16970,6820,7820,9360,0,1,0,1,0,1,55,1,0,1,1,1,1,0,0,0,1
5870,720,2030,1660,8890,0,4280,1310,3330,10800,0,0,0,0,0,1,52,1,1,1,1,0,0,0,0,1,0
5170,780,1060,1890,0,0,6930,4990,4620,21430,0,0,0,0,0,0,87,1,0,1,1,0,1,0,0,1,1
4890,570,1760,1140,8320,15190,2530,5740,3540,8560,0,0,0,0,0,1,54,1,1,1,1,0,0,0,0,1,0
8990,70,190,820,5060,5380,3430,4050,3220,15370,0,1,0,1,0,1,71,1,1,1,1,0,0,1,0,1,0
3510,720,1460,2280,6960,5310,2010,0,3810,4840,0,1,1,1,0,1,35,1,0,0,1,0,0,0,0,1,0
3100,2250,1100,2370,6750,16490,7330,1560,3460,6290,0,0,1,0,0,0,36,1,0,1,1,0,0,0,0,1,0
3380,290,700,1580,540,160,4090,2970,4300,4870,1,0,1,0,0,1,39,1,0,0,1,0,0,0,0,1,0
1620,820,900,2470,4100,4050,2150,4100,3400,2860,0,0,0,0,0,0,51,0,0,0,1,0,0,0,0,1,0
2590,600,620,1270,650,4680,990,2420,3170,6770,0,1,1,0,0,1,40,1,0,0,1,0,1,0,0,1,0
4110,280,420,390,7220,5520,1290,250,2380,7280,0,1,0,0,0,1,50,1,0,0,1,0,0,0,0,0,0
3850,380,0,1080,3740,0,0,860,2500,9120,0,0,0,0,0,1,54,0,0,1,0,0,0,0,0,1,1
2020,50,1150,5600,0,0,2200,890,0,2310,0,0,0,0,0,1,26,1,1,0,1,0,0,0,0,0,0
5940,570,1330,3420,4380,5490,3250,1290,2330,6130,0,0,0,0,0,1,42,1,0,0,1,0,0,0,0,1,0
4980,2120,1320,190,0,0,18020,4580,46260,10010,0,0,0,1,0,1,30,1,0,1,1,1,1,0,0,1,1
5420,2530,1030,2000,1010,30,2290,640,2710,3460,0,0,0,0,0,1,50,1,0,1,1,0,0,0,0,1,0
5120,1110,2300,1900,12680,0,5600,31870,35410,9110,0,0,0,1,1,1,63,1,0,1,1,0,1,1,1,1,1
4170,1180,890,1990,0,10,1810,1660,3610,7350,0,0,0,1,0,1,39,1,1,1,1,0,0,0,0,1,0
5640,520,1750,1760,1060,4970,3180,1040,4070,3240,0,1,0,0,0,1,38,1,1,1,1,1,0,0,0,1,0
2960,1200,1070,280,440,23930,7580,3360,9550,11590,1,0,0,0,0,1,57,1,0,1,1,0,0,0,0,1,0
1690,0,0,750,2880,2880,3600,3950,15560,5140,0,0,1,0,0,1,29,0,0,1,0,1,1,0,0,1,1
4510,1240,660,0,430,5820,2880,4200,8330,6280,0,0,1,1,0,1,35,1,1,1,1,0,0,0,0,1,0
11250,990,3690,1290,0,30,20070,40530,7880,7940,0,0,0,1,0,1,67,1,1,1,1,1,1,1,1,1,1
3390,510,680,910,1180,3930,370,1500,3400,5670,0,1,0,0,0,1,40,1,0,1,1,0,0,0,0,0,0
3590,1060,1030,2240,0,2810,5000,3280,3470,3320,0,0,0,1,0,1,34,1,1,1,1,0,0,0,0,1,0
4350,600,750,1170,490,0,2980,1970,2230,7420,0,0,0,1,0,1,54,1,1,0,1,0,0,0,0,0,0
3870,570,640,0,980,1460,2720,8600,2790,12540,0,1,0,0,0,0,71,1,1,1,0,0,0,0,0,1,0
4120,2230,2110,420,5760,0,10560,4430,3770,10410,0,0,0,0,0,1,50,1,0,1,1,1,0,0,0,1,1
4120,4680,1540,920,790,70,22160,1910,6630,8200,0,1,0,1,0,1,43,1,0,1,1,1,0,0,0,1,1
4080,0,0,2700,4420,0,3980,2560,2470,5170,0,0,0,0,0,1,36,1,1,1,0,0,0,0,0,1,0
4180,1490,1000,1010,6710,4960,11380,1120,4700,6450,0,1,1,0,0,1,39,1,0,1,1,1,0,0,0,1,0
4050,1610,1070,2280,3990,1390,1000,570,2080,3850,0,0,1,0,0,1,47,1,0,1,1,0,0,0,0,0,0
3650,1310,390,490,10,100,6470,4630,4730,12080,0,1,0,1,0,0,32,1,1,1,1,1,0,0,0,1,0
3220,1080,1130,980,4460,5560,1570,250,3460,6180,0,1,0,0,0,1,35,1,0,1,1,0,0,0,0,1,0
4440,20,2480,1930,0,2150,2410,1830,13380,6390,0,0,1,0,0,1,42,1,1,0,1,0,0,0,0,0,0
3050,810,990,1420,4330,0,1580,1240,4650,3140,0,0,0,1,0,1,57,1,0,1,1,0,0,0,0,1,1
2580,470,930,1780,0,5770,2470,2650,3140,2900,0,0,1,0,0,1,25,1,0,0,1,0,0,0,0,1,0
3890,100,700,350,0,20,2210,1800,8260,5790,1,1,0,0,0,1,48,1,0,0,0,0,0,0,0,1,0
5140,640,1650,1330,920,0,10000,1790,13470,2620,0,0,0,0,0,1,30,1,0,1,1,0,1,0,0,1,1
3020,1310,1650,1210,2180,4970,5340,1850,14630,7600,0,1,0,0,0,1,48,1,0,1,1,1,0,0,0,1,1
6890,1940,1420,1550,0,0,2130,4380,17820,5210,1,0,0,0,0,1,54,1,1,1,1,1,1,1,0,1,0
2780,750,2360,1930,950,640,33430,67520,6930,6130,1,0,1,1,0,1,46,1,1,1,1,1,0,0,0,1,1
3790,1570,560,1450,0,10,3000,8200,3800,5200,0,0,0,0,0,1,40,1,0,0,1,0,0,0,0,1,0
4550,410,830,860,10,60,12370,4420,21740,12540,0,0,0,0,0,1,53,1,0,1,1,0,0,0,0,1,0
5440,610,1160,780,5340,5810,1670,1850,2480,6910,0,0,0,0,0,1,73,1,0,0,1,0,0,0,0,0,1
3250,500,810,1120,3670,6100,5170,1850,3670,4470,0,0,1,1,0,1,33,1,0,0,1,0,0,0,0,1,0
5320,2100,2940,3640,1380,1630,3460,1590,3940,8540,0,1,0,0,0,1,64,1,0,1,1,1,0,0,0,1,1
4270,290,1030,1510,0,20,3040,1900,9250,5630,0,0,0,1,0,1,34,1,1,0,1,0,0,0,0,1,0
7280,2230,1970,2230,0,100,13830,13750,12920,7090,0,1,0,1,0,0,43,1,1,1,1,1,0,0,0,1,1
3860,0,0,2430,4450,5730,560,500,2320,10520,0,0,0,0,0,1,80,0,0,1,0,0,0,0,0,0,0
4070,1370,840,0,1460,3420,2870,1120,10300,8730,1,0,0,0,0,1,49,1,1,1,1,1,1,0,0,1,0
8130,2110,1340,1210,370,0,4960,4830,6920,5170,1,0,1,1,0,1,60,1,1,1,1,1,1,1,0,1,0
4270,860,670,3720,2630,0,450,470,2670,3680,0,0,0,1,0,1,48,1,1,0,1,0,0,0,0,1,0
5190,450,990,1360,4090,4190,1020,1780,2590,9860,0,0,0,0,0,0,66,1,0,1,1,1,0,0,0,1,0
4440,110,800,1340,0,570,5510,980,6670,3790,1,0,1,0,0,1,36,1,0,0,1,0,0,0,0,1,0
5590,120,1570,560,700,4680,2480,1940,3100,5200,0,1,0,0,0,0,72,1,1,1,1,0,0,0,0,1,0
5430,450,750,850,700,910,1370,1800,2990,7390,0,0,0,0,0,1,47,1,0,1,1,0,0,0,0,1,0
5120,1070,1170,1060,650,0,4120,5170,4730,7160,1,0,0,0,0,1,39,1,1,1,1,0,0,0,0,1,0
10210,0,0,1210,1500,15090,11990,1950,20990,5390,0,0,0,0,1,1,46,0,0,1,0,0,1,1,0,1,1
2480,30,2270,920,0,6620,1480,1480,3420,4380,1,0,1,1,0,1,30,1,1,0,1,0,0,0,0,0,0
7710,1280,1580,1030,7410,3430,11660,8530,4740,4440,0,1,0,0,0,1,60,1,0,1,1,0,0,0,0,1,0
3030,760,690,2440,20,0,1090,1330,8550,5070,0,0,0,0,0,1,53,1,0,1,1,1,0,0,0,1,0
3350,1240,1370,230,2910,2000,6590,3480,6170,10090,1,1,1,0,0,1,30,1,0,1,1,1,1,0,0,1,1
4080,310,1730,5740,0,240,1700,1440,3280,8220,0,0,1,1,0,1,30,1,0,0,1,0,0,0,0,1,0
5710,3870,1750,7590,4880,5930,17800,4380,35740,13300,0,1,0,1,0,1,53,1,1,1,1,1,1,1,0,1,1
880,40,410,970,0,10,1630,2470,3800,2540,0,0,0,0,0,1,26,0,0,1,1,1,0,0,0,1,0
2840,0,0,0,900,210,2310,3710,2680,4360,0,1,1,0,0,1,25,1,0,1,0,0,0,0,0,1,0
